candidate_id,left_record_key,right_record_key,review_decision,review_notes,reviewed_at,application_status
MC-748FFDA072E493,cla:SL.039,codf:SL.041,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (SL.039 vs SL.041).,2026-08-26T07:30:45.138739+00:00,applied
MC-74FD5F528183C1,cgef:AO.009.71,codf:AO.009.71,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-753827A710C651,aiddata:73554,codf:AO.089.64,same_project,ASSISTANT_REVIEW exact_named_phase: Malanje City water-supply project corresponds to Malanje Phase 2.,2026-08-20T08:30:00+00:00,applied
MC-7546EC8725407B,aiddata:94575,chapo:93719,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['june'] vs ['october']).,2026-08-26T07:30:45.138739+00:00,applied
MC-755936E6A66361,cgp:GA.001.1,codf:GA.045,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-757F4DDDAC7C20,cgef:ET.069,codf:ET.069,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7627F99972F4F7,cla:ZW.086,codf:ZW.086,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7632A9BF071A1F,cgp:ZM.001.1,cofi:ZMB2021002:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-763D7824A5B370,aiddata:92156,cla:ZM.054,different_project,ASSISTANT_REVIEW conflicting_financing_record: USD54m concessional loan differs from the USD228.81m buyer-credit record.,2026-08-20T08:30:00+00:00,applied
MC-7640BAF215D06F,cla:SD.078,cofi:SDN2021005:debt,different_project,"BATCH_REVIEW separate_after_full_evidence_check: No shared source identifier, compatible named-asset anchor, matching original commitment, technical specification, or explicit cross-source link supports consolidation; the records remain separate.",2026-08-26T07:30:45.138739+00:00,applied
MC-7640BBC5CF915A,cgp:NG.005.4,cofi:NGA2021007:debt,same_project,BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [zungeru] and matching sector energy identify the same underlying asset.,2026-08-26T07:30:45.138739+00:00,applied
MC-7650592A865D5A,aiddata:47008,cgp:KE.001,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [garissa, solar] and shared asset family renewable_power identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-76636EDD396274,aiddata:73548,cla:AO.089.72,same_project,ASSISTANT_REVIEW exact_named_project: Muxaluando water-supply project and locality coincide.,2026-08-20T08:30:00+00:00,applied
MC-766D848D334ED4,aiddata:33040,cofi:GNQ2021002:debt,different_project,BATCH_REVIEW conflicting_financing_instruments: Fund types conflict (grant vs loan).,2026-08-26T07:30:45.138739+00:00,applied
MC-768CADA324D4D5,cgef:ML.006,codf:ML.006,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-76C0333A2A7E13,codf:KE.011,cofi:KEN2021002:debt,same_project,BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [olkaria] and matching sector energy identify the same underlying asset.,2026-08-26T07:30:45.138739+00:00,applied
MC-76D04FBC20761E,cla:ZM.025,cofi:ZMB2021001:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-76D6039F99FC6D,cgef:GQ.004.12,codf:GQ.004.12,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-774FDDE8898057,aiddata:73589,cla:SC.015,different_project,"AUTO_REVIEW conflicting_project_component_identifier: Distinct lot, loan, phase, unit, package, section or stage identifiers indicate separately recorded project components.",2026-08-12T00:00:00+08:00,applied
MC-776A559C387E54,cgef:AO.003.50,cla:AO.003.50,same_project,"AUTO_REVIEW same_source_identifier_and_amount: The cross-source records share the same source-specific ID, fund type, sector and comparable amount (within 2%).",2026-08-12T00:00:00+08:00,applied
MC-77A0CD2341340C,cgef:UG.026,codf:UG.026,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-77B4BE92BD1A14,cla:BW.009,cofi:BWA2021001:debt,same_project,BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [morupule] and matching sector energy identify the same underlying asset.,2026-08-26T07:30:45.138739+00:00,applied
MC-77C045F8182FF0,cgef:CG.009.11,cgp:CG.001.3,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [hydropower, liouesso] and shared asset family hydropower identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-77C068CB6FBADB,cgp:GA.001.4,codf:GA.004,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7870A46A478716,cgef:ZW.018,cla:ZW.018,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-78A15191DF1CD5,aiddata:91500,chapo:91501,different_project,"BATCH_REVIEW separate_after_full_evidence_check: No shared source identifier, compatible named-asset anchor, matching original commitment, technical specification, or explicit cross-source link supports consolidation; the records remain separate.",2026-08-26T07:30:45.138739+00:00,applied
MC-78BF6800089CE5,cgef:ET.097,cla:ET.097,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-78C50B9E6EF4E1,aiddata:1428,chapo:1521,different_project,"BATCH_REVIEW separate_after_full_evidence_check: No shared source identifier, compatible named-asset anchor, matching original commitment, technical specification, or explicit cross-source link supports consolidation; the records remain separate.",2026-08-26T07:30:45.138739+00:00,applied
MC-791BA0C0A4CAE1,aiddata:96774,chapo:96777,different_project,HUMAN_REVIEW imported from browser export; this decision takes precedence over automated rules.,2026-08-19T07:26:00.649Z,applied
MC-7938CD4BCEB087,cgef:ET.017,codf:ET.017,different_project,BATCH_REVIEW reviewed_difference_final_entity_guard: The proposed link would collapse records across an established different-project boundary.,2026-08-26T07:30:45.138739+00:00,applied
MC-79B2F9B4DD513A,cgp:CI.002.2,codf:CI.041,same_project,"BATCH_REVIEW same_established_entity: Both records already resolve to PM-7D8A61EF42E849 through a direct, automatic, or reviewed link.",2026-08-19T08:11:59.703611+00:00,applied
MC-79D107D66F20DB,cgp:ZA.005.2,cofi:ZAF2021004:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7AA430CC6E5878,cgp:CG.001.3,codf:CG.009.11,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7AAEE653343CC0,aiddata:96777,chapo:96798,different_project,"BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: explicit currencies/amounts differ ([('eur', 500000000.0)] vs [('zar', 6000000000.0)]).",2026-08-20T09:31:06.061922+00:00,applied
MC-7AB13E23E2C73D,aiddata:59363,cgef:ET.061,same_project,ASSISTANT_REVIEW exact_named_project: Gibe III-Addis Ababa transmission-line route and project coincide.,2026-08-20T08:30:00+00:00,applied
MC-7AB61F230418B8,cgp:NG.005.2,cofi:NGA2021007:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7ACE1FDC466C01,cgef:ZM.023,cgp:ZM.004,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [hydropower, lusiwasi] and shared asset family hydropower identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-7AD6B08344601D,cla:AO.003.50,codf:AO.005.03,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (AO.003.50 vs AO.005.03).,2026-08-19T08:11:59.703611+00:00,applied
MC-7AFB463884A764,aiddata:56989,codf:ZM.116,same_project,"BATCH_REVIEW matching_original_usd_commitment: The AidData title states the same original USD commitment as the finance-catalog record, with compatible project title and financing type.",2026-08-26T07:30:45.138739+00:00,applied
MC-7B3F917B4D1876,aiddata:30956,codf:GH.050,same_project,"BATCH_REVIEW matching_original_usd_commitment: The AidData title states the same original USD commitment as the finance-catalog record, with compatible project title and financing type.",2026-08-26T07:30:45.138739+00:00,applied
MC-7B4CB443295E38,cla:AO.005.03,codf:AO.003.50,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (AO.005.03 vs AO.003.50).,2026-08-19T08:11:59.703611+00:00,applied
MC-7B62334FD14451,cla:AO.128,cofi:AGO2021004:debt,different_project,"BATCH_REVIEW separate_after_full_evidence_check: No shared source identifier, compatible named-asset anchor, matching original commitment, technical specification, or explicit cross-source link supports consolidation; the records remain separate.",2026-08-26T07:30:45.138739+00:00,applied
MC-7B72639465E58A,cla:UG.039,cofi:UGA2021002:debt,different_project,BATCH_REVIEW reviewed_difference_final_entity_guard: The proposed link would collapse records across an established different-project boundary.,2026-08-26T07:30:45.138739+00:00,applied
MC-7B7373D7CA3B70,aiddata:56989,cla:ZM.116,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7B98170296650B,cgef:KE.086,cla:KE.087,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (KE.086 vs KE.087).,2026-08-19T08:11:59.703611+00:00,applied
MC-7BA4460E2F534C,aiddata:158,cla:SD.002,same_project,HUMAN_REVIEW imported from browser export; this decision takes precedence over automated rules.,2026-08-20T02:40:27.129Z,applied
MC-7BDDFB891FF4F0,cgef:ZA.045,codf:ZA.045,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7C353F639218FD,cla:CM.069,codf:CM.069,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7C393BAA1286DC,aiddata:95946,chapo:95947,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['october'] vs ['december']).,2026-08-20T09:31:06.061922+00:00,applied
MC-7C5ECD00433CAA,cla:KE.040,codf:KE.040,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7CA24534E81241,cgef:ET.096,codf:ET.097,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (ET.096 vs ET.097).,2026-08-26T07:30:45.138739+00:00,applied
MC-7CA5761EDB38F9,cla:MA.001,cofi:MAR2021003:debt,same_project,BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [ifrane] and an asset family consistent with the counterpart sector identify the same underlying asset.,2026-08-26T07:30:45.138739+00:00,applied
MC-7CCA1F388105CE,aiddata:20573,chapo:20579,different_project,ASSISTANT_REVIEW conflicting_hospital: Melovue Hospital differs from Al Zariba Hospital.,2026-08-20T08:30:00+00:00,applied
MC-7CF9E0220E0812,aiddata:30956,cla:GH.050,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7D3676D115E9F2,cgef:ET.096,cla:ET.096,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7D3841B89500CC,cgef:ET.090,cla:ET.090,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7D5DF79253AE5E,cgp:UG.002.1,cofi:UGA2021002:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7D6B2BC3659921,aiddata:96797,chapo:96776,different_project,"BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: explicit currencies/amounts differ ([('zar', 6000000000.0)] vs [('eur', 500000000.0)]).",2026-08-20T09:31:06.061922+00:00,applied
MC-7D85AC37078E7C,cgp:CI.001.2,cofi:CIV2021002:debt,same_project,BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [soubre] and matching sector energy identify the same underlying asset.,2026-08-26T07:30:45.138739+00:00,applied
MC-7DB973830836FD,cla:KE.086,codf:KE.087,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (KE.086 vs KE.087).,2026-08-19T08:11:59.703611+00:00,applied
MC-7DC15A8F08AC5F,cgef:ET.098,cla:ET.090,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (ET.098 vs ET.090).,2026-08-26T07:30:45.138739+00:00,applied
MC-7DCB7F13058CD4,aiddata:57596,cla:CM.077,same_project,HUMAN_REVIEW imported from browser export; this decision takes precedence over automated rules.,2026-08-20T02:40:48.450Z,applied
MC-7DCBCB3B3B2956,cgef:CM.069,codf:CM.069,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7E37654F6586BB,cgp:ZA.001.1,codf:ZA.005,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7E434BCF7FBD68,cla:GA.004,cofi:GAB2021001:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7E6709818B9C18,cgef:ML.006,cla:ML.006,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7E746FEAD7DB5A,cgp:CM.002.1,codf:CM.010,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [hydropower, mekin] and shared asset family hydropower identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-7ED957FA6B250A,aiddata:314,cla:CM.041,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [douala, gyneco, hospital, obstetric, pediatric] and shared asset family health identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-7F09CD5F368E60,aiddata:67367,codf:AO.065.05,same_project,"BATCH_REVIEW matching_original_usd_commitment: The AidData title states the same original USD commitment as the finance-catalog record, with compatible project title and financing type.",2026-08-26T07:30:45.138739+00:00,applied
MC-7F23388DC68DB1,cgef:TG.012,cla:TG.012,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7F64B7CF09FF33,cgp:RW.001.2,cofi:RWA2023001:debt,same_project,BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [nyabarongo] and matching sector energy identify the same underlying asset.,2026-08-26T07:30:45.138739+00:00,applied
MC-7F7D226976CE66,cgef:TG.030,cla:TG.030,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7F853EAA6C29C1,aiddata:57536,cla:ZM.025,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7FA121C2172755,aiddata:93481,chapo:93814,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['may'] vs ['april']).,2026-08-20T09:31:06.061922+00:00,applied
MC-7FABBD46939B0E,cgef:GH.066,codf:GH.066,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7FC2F1401BFF42,codf:MA.005,cofi:MAR2021004:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-7FCC20ABFCF524,cgef:TZ.006,codf:TZ.006,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-804AC5BB8F90BE,aiddata:67500,cla:SC.015,different_project,"AUTO_REVIEW conflicting_project_component_identifier: Distinct lot, loan, phase, unit, package, section or stage identifiers indicate separately recorded project components.",2026-08-12T00:00:00+08:00,applied
MC-8053C1490ABA00,aiddata:96928,chapo:96921,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['may'] vs ['august']).,2026-08-20T09:31:06.061922+00:00,applied
MC-807A1F2E90B472,cgef:BF.008,cla:BF.008,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-807A8AF3AF5979,cgef:GH.005,cla:GH.006,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (GH.005 vs GH.006).,2026-08-26T07:30:45.138739+00:00,applied
MC-8086279229C31D,aiddata:94574,chapo:93398,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['november'] vs ['april']).,2026-08-26T07:30:45.138739+00:00,applied
MC-80BD9D7F06439B,aiddata:96796,chapo:96776,different_project,"BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: explicit currencies/amounts differ ([('eur', 1150000000.0)] vs [('eur', 500000000.0)]).",2026-08-20T09:31:06.061922+00:00,applied
MC-8179AC3BCE911A,cla:AO.089.24,codf:AO.089.20,different_project,HUMAN_REVIEW imported from browser export; this decision takes precedence over automated rules.,2026-08-19T06:59:56.736Z,applied
MC-81B60C402C6F6D,cla:MA.001,cofi:MAR2021001:debt,same_project,BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [hoceima] and an asset family consistent with the counterpart sector identify the same underlying asset.,2026-08-26T07:30:45.138739+00:00,applied
MC-823388680E7799,aiddata:93033,chapo:94608,same_project,"BATCH_REVIEW same_established_entity: Both records already resolve to PM-1B8FDD19ABAE62 through a direct, automatic, or reviewed link.",2026-08-19T08:11:59.703611+00:00,applied
MC-82453AC1D4A53C,aiddata:30915,codf:ET.055,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [airport, bole] and shared asset family airport identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-827AABA48342C2,cla:CG.009.22,codf:CG.009.02,different_project,"AUTO_REVIEW conflicting_project_component_identifier: Distinct lot, loan, phase, unit, package, section or stage identifiers indicate separately recorded project components.",2026-08-12T00:00:00+08:00,applied
MC-828C1D43497DC1,aiddata:53044,codf:ZM.052,same_project,"BATCH_REVIEW matching_original_usd_commitment: The AidData title states the same original USD commitment as the finance-catalog record, with compatible project title and financing type.",2026-08-20T09:31:06.061922+00:00,applied
MC-82BF92EE5EB7A2,cgp:ET.003.3,codf:ET.007,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [dawa, genale, hydropower] and shared asset family hydropower identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-82C6A0869E1F10,cla:AO.009.07,codf:AO.009.21,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (AO.009.07 vs AO.009.21).,2026-08-19T08:11:59.703611+00:00,applied
MC-82D0019108085E,aiddata:16392,cla:KE.021,same_project,ASSISTANT_REVIEW exact_named_project: Kenya power-distribution modernization project coincides.,2026-08-20T08:30:00+00:00,applied
MC-8311C42E9C8AFB,aiddata:92003,chapo:92044,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['june'] vs ['november']).,2026-08-26T07:30:45.138739+00:00,applied
MC-83190F62F87B36,cla:AO.089.47,codf:AO.089.44,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (AO.089.47 vs AO.089.44).,2026-08-19T08:11:59.703611+00:00,applied
MC-83AD6DC67313F2,cgef:TZ.007,cla:TZ.006,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (TZ.007 vs TZ.006).,2026-08-26T07:30:45.138739+00:00,applied
MC-83F7FC399852FF,cgef:KE.040,codf:KE.040,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-840AC8F16AE585,aiddata:67112,cgef:AO.145,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-84189D042E77F2,aiddata:93396,chapo:93398,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['march'] vs ['april']).,2026-08-26T07:30:45.138739+00:00,applied
MC-842550D38A516C,aiddata:95944,chapo:95866,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['august'] vs ['may']).,2026-08-20T09:31:06.061922+00:00,applied
MC-8477B323F29D41,codf:RW.024,cofi:RWA2023001:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-84AED3179D59E2,cgp:KE.002,cla:KE.007,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-8578E8C62D6428,cgp:CG.001.2,codf:CG.009.04,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-85F7DD49E5BAB3,cgp:KE.001,codf:KE.040,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [garissa, solar] and shared asset family renewable_power identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-863C9DEA41C0B5,cgef:SD.097.05,cofi:SDN2021001:debt,same_project,BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [fulah] and matching sector energy identify the same underlying asset.,2026-08-26T07:30:45.138739+00:00,applied
MC-865858C621CABD,cgef:GQ.029,cofi:GNQ2021002:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-868FA9F0F01A72,cgp:ZA.F.004.2,cofi:ZAF2021002:equity,same_project,BATCH_REVIEW matching_catalog_component_ordinal: CGP subrecord .2 aligns with COFI component II for the same named asset.,2026-08-26T07:30:45.138739+00:00,applied
MC-86AECAFB340E47,aiddata:57313,cla:MZ.055,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [digital, migration] and matching sector communications identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-86B4E5A07AB424,cla:AO.089.71,codf:AO.089.64,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (AO.089.71 vs AO.089.64).,2026-08-19T08:11:59.703611+00:00,applied
MC-86BBB76080CC05,cgp:ZM.004,cla:ZM.023,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-87230F67682EB7,cgef:CI.048.02,codf:CI.048.01,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (CI.048.02 vs CI.048.01).,2026-08-26T07:30:45.138739+00:00,applied
MC-872F40FF6A5FF1,cgp:ZA.001.2,cofi:ZAF2021006:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-87925CB7957464,cla:ER.008,cofi:ERI2021001:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-87E0B785646B26,cgp:ZA.005.1,cofi:ZAF2021004:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-87EC5DDB30040F,cgef:TG.030,codf:TG.030,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-87FFBB7773A0D4,cla:CG.009.20,codf:CG.009.19,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (CG.009.20 vs CG.009.19).,2026-08-19T08:11:59.703611+00:00,applied
MC-888A31545025CA,cla:GA.045,codf:GA.045,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-88951D1CD43A3D,cgef:ZM.012,codf:ZM.012,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-88A8EDA055B838,cgef:UG.008,codf:UG.039,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (UG.008 vs UG.039).,2026-08-26T07:30:45.138739+00:00,applied
MC-88CF9DCD287A82,cgef:ET.068,codf:ET.068,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-88DBD5DF83A255,cgp:SD.001.9,cofi:SDN2021005:debt,same_project,BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [merowe] and matching sector energy identify the same underlying asset.,2026-08-26T07:30:45.138739+00:00,applied
